Maddox,10
reunify,10
superpower,10
environment,10
program,10
scrambled,10
include,10
Berets,10
gender,10
Randy,10
Galbraith,10
Rostow,10
implemented,10
Huong,10
taped,10
pick,10
Frogman,10
POWs,10
dioxin,10
Yom,10
buildup,10
Viet,10
archived,10
Quang,10
NATO,10
assessment,10
bureaucracy,10
Kennedy,10
missile,10
Khrushchev,10
Pleiku,10
control,10
Sharon,10
nursing,10
Vietnamese,10
McGeorge,10
topic,10
information,10
goal,10
democracy,10
provide,10
Castro,10
sophistication,10
reassess,10
Nha,10
Nhu,10
Truman,10
Buddha,10
tendency,10
monitor,10
guerrilla,10
SEATO,10
Phuoc,10
COSVN,10
Effects,10
decreased,10
Chung,10
Undersecretary,10
counterinsurgency,10
slumped,10
Vietnamization,10
fragging,10
NLF,10
Nixon,10
revolutionary,10
Vinh,10
couldn,10
Schlesinger,10
Buddhist,10
Serei,10
Zedong,10
Dulles,10
Bundy,10
Kolko,10
memo,10
outcome,10
Thieu,10
Saigon,10
napalm,10
nominee,10
rotor,10
agency,10
PPSh,10
Dommen,10
effectiveness,10
Morgenthau,10
Weinstein,10
Watergate,10
regroupment,10
trapped,10
pattern,10
responded,10
Krogh,10
planning,10
upgrade,10
Lyndon,10
liberation,10
communist,10
Danang,10
topple,10
dependent,10
compiles,10
resource,10
Nikita,10
activity,10
Rusk,10
testing,10
blurred,10
pressured,10
movie,10
phased,10
Terry,10
Kissinger,10
implementing,10
drug,10
contribution,10
cutanea,10
cancer,10
Hanoi,10
Negro,10
discrimination,10
escalated,10
counterculture,10
Women,10
Winston,10
Reagan,10
evaluated,10
Kippur,10
situation,10
McGovern,10
Spiro,10
Menu,10
hardware,10
Eisenhower,10
Cong,10
assessing,10
Carter,10
database,10
Nazi,10
upgraded,10
Politburo,10
rocket,10
Cambodia,10
Rummel,10
candidate,10
bloc,10
feminism,10
Enlai,10
lymphoma,10
vague,10
envisioned,10
Pentagon,10
Indochina,10
harassment,10
matching,10
ROK,10
Ponchaud,10
deficit,10
chloracne,10
processing,10
Vietnam,10
confrontation,10
Sainteny,10
Revolution,10
basis,10
cadre,10
facility,10
Giap,10
commitment,10
involvement,10
Cronkite,10
intervention,10
support,10
deteriorating,10
Tung,10
Pathet,10
Pham,10
retaliatory,10
propaganda,10
CIA,10
nepotism,10
wartime,10
file,10
Veterans,10
Lao,10
Fidel,10
percent,10
McNamara,10
role,10
department,10
Mao,10
Vann,10
GVN,10
weaponry,10
Soviets,10
refocus,9
slowed,9
flexibility,9
crisis,9
containment,9
